fr_Nhpyrrole,fr_SH,fr_amide,fr_benzene,fr_bicyclic,fr_guanido,fr_imidazole,fr_para_hydroxylation,fr_phenol,fr_sulfide,AvgIpc,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxAbsEStateIndex,MaxEStateIndex,MinEStateIndex
0,0,7,0,0,0,0,0,0,1,3.509844019002915,0.8444444444444444,1.466666666666667,2.044444444444444,13.29370432172898,13.29370432172898,-1.588692938041575
0,0,3,1,0,0,0,0,1,0,2.675287059795498,0.8709677419354839,1.419354838709677,1.935483870967742,12.59919522129839,12.59919522129839,-1.219600482816087
1,0,7,3,1,1,0,1,0,0,3.872736740791426,0.5679012345679012,1.061728395061728,1.604938271604938,14.7789177559653,14.7789177559653,-1.768102517996844
0,0,10,2,0,0,0,0,0,1,2.492940732432954,0.5555555555555556,1.022222222222222,1.511111111111111,14.45161483408033,14.45161483408033,-1.590425714294096
0,0,3,0,0,0,0,0,0,0,3.019977571748818,1.04,1.6,2.12,12.37851806389324,12.37851806389324,-1.048443527554347
0,0,3,0,0,0,0,0,0,0,3.30836864334464,1.107142857142857,1.821428571428571,2.392857142857143,12.74093883849836,12.74093883849836,-1.029270577565546
0,0,2,0,0,0,0,0,0,0,2.162626733803021,1.0,1.4375,1.8125,11.38599678760393,11.38599678760393,-1.139750514403292
0,0,3,0,0,0,0,0,0,0,3.003130504790812,1.12,1.72,2.2,12.57087343579407,12.57087343579407,-1.303609221466365
0,0,2,0,0,0,0,0,0,0,2.828423534116401,1.35,1.95,2.4,12.30696900982615,12.30696900982615,-1.186620370370371
0,0,3,0,0,0,0,0,0,0,2.423939368512916,0.8260869565217391,1.217391304347826,1.565217391304348,11.85716002141597,11.85716002141597,-1.488825897910945
0,0,1,0,0,0,0,0,0,0,2.018378036186454,1.307692307692308,1.769230769230769,2.076923076923077,11.19990740740741,11.19990740740741,-1.065457294028722
1,0,6,0,0,0,1,0,0,0,3.613109946967125,1.0,1.658536585365854,2.268292682926829,13.60728025430219,13.60728025430219,-1.23951515164214
0,0,6,1,0,0,0,0,0,0,2.888679783934202,0.7804878048780488,1.341463414634146,1.878048780487805,12.82411890696377,12.82411890696377,-1.561407407658449
0,0,6,0,0,0,0,0,0,0,3.419509124256201,0.8292682926829268,1.390243902439024,1.902439024390244,12.74478882435388,12.74478882435388,-1.406515201099085
0,0,9,0,0,0,0,0,0,0,3.798217955032148,0.6538461538461539,1.115384615384615,1.653846153846154,13.33269501395712,13.33269501395712,-1.509738653121047
1,0,8,1,1,1,0,1,0,0,3.886094124070428,0.859375,1.515625,2.15625,13.33874447756926,13.33874447756926,-1.736971467137723
0,0,9,0,0,0,0,0,0,0,3.783922978603622,0.7115384615384616,1.211538461538461,1.711538461538461,13.21092040778113,13.21092040778113,-1.589583367614065
0,0,6,0,0,0,0,0,0,0,3.390866730106774,0.875,1.5,2.05,13.39437573894575,13.39437573894575,-1.493559529599635
0,0,3,3,0,0,0,0,2,0,2.940781339685075,0.6097560975609756,0.975609756097561,1.390243902439024,13.48425415894672,13.48425415894672,-1.312218530268259
0,0,6,0,0,0,0,0,0,0,3.625750663989839,0.9285714285714286,1.476190476190476,2.0,13.70063977226811,13.70063977226811,-1.545310310099311
0,0,4,0,0,0,0,0,0,0,3.17781195173532,1.129032258064516,1.774193548387097,2.290322580645161,13.12733881863887,13.12733881863887,-1.313640425765246
0,0,4,0,0,0,0,0,0,0,3.239720934471565,1.0625,1.75,2.3125,13.09542816916329,13.09542816916329,-1.262595171570432
1,0,26,2,1,1,0,1,1,1,1.670758662524715,0.3736842105263158,0.7210526315789474,1.152631578947368,14.92066739917001,14.92066739917001,-2.152066662534941
0,0,8,0,0,0,0,0,0,1,3.227259181756928,0.546875,0.96875,1.40625,13.74287991008259,13.74287991008259,-1.747795984110912
0,0,5,0,0,1,0,0,0,0,3.060088223369744,0.5272727272727272,0.8545454545454545,1.2,13.63839663301327,13.63839663301327,-1.653493211896909
0,0,3,1,0,0,0,0,0,1,2.804898434130278,0.8888888888888888,1.444444444444444,1.972222222222222,13.05776106527556,13.05776106527556,-1.479316972159235
0,0,1,0,0,0,0,0,0,0,2.241729661588985,1.294117647058824,1.882352941176471,2.294117647058823,11.62583286092215,11.62583286092215,-1.039344267027798
0,0,20,3,0,1,0,0,2,1,1.63770110195155,0.3782051282051282,0.7243589743589743,1.134615384615385,15.02147173186881,15.02147173186881,-2.001898119246195
0,0,20,3,0,0,0,0,1,1,1.512242289144967,0.3333333333333333,0.6424242424242425,1.042424242424242,15.4677182441224,15.4677182441224,-2.136657739000556
0,0,24,2,0,0,0,0,1,0,1.656421216041401,0.3273809523809524,0.6547619047619048,1.101190476190476,15.18077786010307,15.18077786010307,-1.940740555938826
0,0,23,2,0,0,0,0,1,0,1.635827377423675,0.3395061728395062,0.6790123456790124,1.135802469135802,15.11292862619795,15.11292862619795,-1.932538270567199
0,0,4,1,0,0,0,0,1,0,2.74654180916375,0.9375,1.46875,2.0,12.0278469045092,12.0278469045092,-1.499489276229321
0,1,4,0,0,2,0,0,0,0,3.430522727117832,0.9047619047619048,1.428571428571429,1.928571428571429,13.24251249825616,13.24251249825616,-1.296196001603389
1,0,7,3,1,0,0,1,2,0,3.983859685267976,0.6714285714285714,1.2,1.728571428571429,14.68350541462239,14.68350541462239,-1.416092343069255
1,0,14,4,1,0,0,1,3,0,1.716072943592688,0.4871794871794872,0.9401709401709402,1.452991452991453,14.98713494022969,14.98713494022969,-1.835615632125878
1,0,33,3,1,0,0,1,1,1,1.655508578331284,0.288135593220339,0.6059322033898306,1.029661016949152,15.12685261978802,15.12685261978802,-2.268538208499644
0,0,7,0,0,0,0,0,0,0,3.071540377829482,0.5,0.8846153846153846,1.269230769230769,13.15833845542199,13.15833845542199,-1.918876594288994
0,0,4,0,0,0,0,0,0,0,2.605625656442448,0.8571428571428571,1.392857142857143,1.821428571428571,12.2728516313933,12.2728516313933,-1.694618719924456
0,0,7,1,0,0,0,0,1,0,3.860781218297504,0.7719298245614035,1.333333333333333,1.859649122807018,14.23241903937337,14.23241903937337,-1.419242199025917
0,0,6,1,0,0,0,0,1,0,3.718397927248482,0.8333333333333334,1.354166666666667,1.833333333333333,14.07920219761528,14.07920219761528,-1.394956261888672
0,0,5,0,0,0,0,0,0,0,2.812984143801073,0.717948717948718,1.17948717948718,1.615384615384615,13.07444497557173,13.07444497557173,-1.532711052883797
0,0,16,2,0,0,0,0,1,0,1.715903324199579,0.4146341463414634,0.7967479674796748,1.252032520325203,14.86922720097792,14.86922720097792,-2.097074293952732
0,0,19,0,0,0,0,0,0,0,1.65249095516635,0.3283582089552239,0.6417910447761194,1.014925373134328,14.75984786643086,14.75984786643086,-1.965363287285877
0,0,31,1,0,0,0,0,0,1,1.647340836330818,0.2863849765258216,0.5868544600938967,1.004694835680751,15.34602930927732,15.34602930927732,-1.973188732153403
1,0,62,4,0,1,1,0,1,0,1.657800008906155,0.1594533029612756,0.3302961275626424,0.5649202733485194,15.7601589961234,15.7601589961234,-2.608463306924988
1,0,94,6,0,1,1,0,2,1,1.639885910001762,0.1158536585365854,0.2530487804878049,0.475609756097561,15.94302038693854,15.94302038693854,-2.623940462733778
1,0,30,3,0,0,1,0,1,0,1.652680916028207,0.3055555555555556,0.6342592592592593,1.055555555555556,15.55348230694045,15.55348230694045,-2.154916162582966
1,0,6,2,1,0,0,1,1,0,3.876636818261492,0.746031746031746,1.333333333333333,1.920634920634921,14.61725458405185,14.61725458405185,-1.670210915725892
0,0,4,0,0,0,0,0,0,0,3.514761359121943,0.9444444444444444,1.555555555555556,2.138888888888889,13.39281632746855,13.39281632746855,-1.153414107146034
0,0,4,0,0,0,0,0,0,0,3.554636881733519,0.9210526315789473,1.552631578947368,2.157894736842105,13.46878961780938,13.46878961780938,-1.155071362665947
0,0,5,0,0,0,0,0,0,0,3.729384606183825,0.8536585365853658,1.536585365853659,2.170731707317073,13.58910390900529,13.58910390900529,-1.13987785913851
0,0,5,0,0,0,0,0,0,0,3.302862648111472,0.868421052631579,1.394736842105263,1.868421052631579,13.28108354154659,13.28108354154659,-1.419997451408888
0,0,15,2,0,0,0,0,1,0,0.9665020461370211,0.3617021276595745,0.6702127659574468,1.063829787234043,14.46486628676069,14.46486628676069,-2.0654978947773
0,1,4,0,0,0,0,0,0,0,3.334813989208372,0.9459459459459459,1.540540540540541,2.081081081081081,13.18608334383136,13.18608334383136,-1.309325166548441
0,0,2,0,0,0,0,0,0,0,3.001242493834305,1.291666666666667,1.958333333333333,2.5,12.48123992189468,12.48123992189468,-1.076194990195503
0,0,3,0,0,0,0,0,0,0,3.016160876417867,1.153846153846154,1.769230769230769,2.269230769230769,12.58974618396741,12.58974618396741,-1.096770107364443
0,0,3,0,0,0,0,0,0,0,3.015475804293404,1.153846153846154,1.769230769230769,2.269230769230769,12.6566583207357,12.6566583207357,-1.155118872796542
0,0,2,0,0,0,0,0,0,0,2.52890093682557,1.0,1.56,1.96,12.36430610670194,12.36430610670194,-1.34260099101369
0,0,1,1,0,0,0,0,0,0,2.431541411272553,1.142857142857143,1.761904761904762,2.285714285714286,11.86005479969766,11.86005479969766,-1.281008230452675
0,0,4,0,0,0,0,0,0,0,3.239599708809464,0.9428571428571428,1.571428571428571,2.085714285714286,13.03539333133264,13.03539333133264,-1.404057226688727
0,0,2,0,0,0,0,0,0,0,2.458861527020419,0.9166666666666666,1.458333333333333,1.833333333333333,12.2801029856387,12.2801029856387,-1.207830635340556
0,0,5,0,0,0,0,0,0,0,3.450396623597023,0.8,1.377777777777778,1.911111111111111,13.83872746177851,13.83872746177851,-1.259306996833082
0,0,2,1,0,0,0,0,1,0,2.671048088343707,1.0,1.6,2.133333333333333,12.77567040396405,12.77567040396405,-1.194473250464863
0,0,2,0,0,0,0,0,0,0,2.335511490219428,1.1,1.65,2.05,11.72838545603426,11.72838545603426,-1.219896069538928
0,0,4,1,0,0,0,0,1,1,3.41032029724616,1.024390243902439,1.658536585365854,2.24390243902439,13.52878853517057,13.52878853517057,-1.251253717190339
0,0,7,1,0,1,0,0,1,0,3.212626307842981,0.6363636363636364,1.136363636363636,1.651515151515152,13.73040273047126,13.73040273047126,-1.814367866165398
0,0,1,1,0,1,0,0,1,0,2.512961340514439,1.25,1.875,2.416666666666667,12.05154129398673,12.05154129398673,-1.149992198925279
0,0,3,2,0,1,0,0,2,0,2.914191492853606,0.8048780487804879,1.292682926829268,1.804878048780488,13.43398561844134,13.43398561844134,-1.262260043926013
2,0,4,2,1,0,1,1,1,0,3.759784842058643,0.7843137254901961,1.372549019607843,1.96078431372549,14.08073324224343,14.08073324224343,-1.671597926812851
0,0,10,1,0,0,0,0,1,0,3.851837657037564,0.6282051282051282,1.153846153846154,1.692307692307692,14.14892847025092,14.14892847025092,-1.817995000668729
0,0,16,1,0,0,0,0,0,0,0.8449221350661137,0.3653846153846154,0.7019230769230769,1.144230769230769,14.24542712535435,14.24542712535435,-2.169154122159273
0,0,6,3,0,0,0,0,2,0,3.674847625800544,0.7017543859649122,1.210526315789474,1.771929824561403,13.82567794469424,13.82567794469424,-1.45199414778487
0,0,3,2,0,0,0,0,2,0,3.357635569818448,0.918918918918919,1.459459459459459,2.0,13.18269060815327,13.18269060815327,-1.093089993814855
2,0,21,2,2,0,0,2,0,0,1.634911931943462,0.3475609756097561,0.6890243902439024,1.121951219512195,15.16934533081527,15.16934533081527,-2.098755117627658
0,0,13,2,0,2,0,0,0,0,1.72160450314649,0.4260869565217391,0.7913043478260869,1.252173913043478,14.54388432980771,14.54388432980771,-2.052766481646463
1,0,17,2,0,2,1,0,1,0,0.9005328629068471,0.3888888888888889,0.75,1.194444444444444,14.92160115293017,14.92160115293017,-2.13564716727188
2,0,6,1,1,1,1,1,0,0,3.839745975895104,0.7796610169491526,1.372881355932203,1.966101694915254,13.89323691048514,13.89323691048514,-1.820170944808009
1,0,4,0,0,0,1,0,0,0,3.434943992400677,0.775,1.225,1.625,13.54719823423197,13.54719823423197,-1.154192718256571
0,0,3,0,0,0,0,0,0,0,3.046544992538337,1.153846153846154,1.769230769230769,2.269230769230769,12.94197058453011,12.94197058453011,-1.148873316753978
0,0,4,1,0,0,0,0,1,0,3.305920481588199,1.085714285714286,1.742857142857143,2.342857142857143,13.47165712994717,13.47165712994717,-1.211903780387029
0,0,2,0,0,2,0,0,0,0,3.155375800113369,1.066666666666667,1.633333333333333,2.166666666666667,12.65967168330045,12.65967168330045,-1.169702626484733
0,0,2,0,0,1,0,0,0,0,3.101867412839011,1.214285714285714,1.892857142857143,2.464285714285714,12.5316607877719,12.5316607877719,-1.203511064919795
0,0,2,0,0,1,0,0,0,0,3.14488060828138,1.142857142857143,1.857142857142857,2.392857142857143,12.48967322268414,12.48967322268414,-1.252828063324095
0,0,3,0,0,0,0,0,0,0,2.998749283879156,1.24,1.88,2.4,12.71823076761569,12.71823076761569,-1.037342381026995
0,0,2,0,0,1,0,0,0,0,2.979266736621027,1.391304347826087,2.08695652173913,2.652173913043478,12.25300513878391,12.25300513878391,-1.142709881792223
0,0,3,0,0,1,0,0,0,0,2.528133740498227,1.074074074074074,1.666666666666667,2.111111111111111,12.42941670340976,12.42941670340976,-1.231076406024097
0,0,2,0,0,1,0,0,0,0,3.01305252488628,1.347826086956522,2.08695652173913,2.652173913043478,11.73884839275216,11.73884839275216,-1.148184156378601
0,0,4,0,0,0,0,0,0,2,3.39402718092443,0.9487179487179487,1.564102564102564,2.102564102564103,13.63343978892552,13.63343978892552,-1.118155508836823
0,0,5,0,0,0,0,0,0,0,3.332796466252738,0.918918918918919,1.459459459459459,1.972972972972973,13.58574162331242,13.58574162331242,-1.221375046677175
0,0,4,0,0,0,0,0,0,0,3.365782942270038,0.925,1.55,2.05,13.5550687976099,13.5550687976099,-1.317349938955279
0,0,10,0,0,1,0,0,0,0,3.145711136294295,0.5647058823529412,1.047058823529412,1.576470588235294,14.79745288274919,14.79745288274919,-1.22670198645145
0,0,10,0,0,0,0,0,0,0,4.258345557954505,0.5394736842105263,0.9868421052631579,1.486842105263158,14.31878324525926,14.31878324525926,-1.149932759335487
0,0,5,0,0,0,0,0,0,0,2.558124611847865,0.9230769230769231,1.5,2.0,11.89419291086499,11.89419291086499,-1.295310370679237
0,0,5,0,0,0,0,0,0,0,2.84956712741029,0.725,1.225,1.675,13.1670336932855,13.1670336932855,-1.53215657027002
0,0,9,2,0,0,0,0,1,0,3.361553295484535,0.4805194805194805,0.935064935064935,1.454545454545455,14.01600322161838,14.01600322161838,-1.981536131423203
1,0,9,1,0,0,1,0,0,0,4.091901750856855,0.7313432835820896,1.343283582089552,1.895522388059701,14.08185599512153,14.08185599512153,-1.799209975217849
0,0,5,0,0,0,0,0,0,0,2.773735089476094,0.7105263157894737,1.157894736842105,1.578947368421053,12.82565433981469,12.82565433981469,-1.636442507331411
0,0,8,1,0,0,0,0,1,0,3.845670267228652,0.5714285714285714,1.038961038961039,1.493506493506493,14.54745063788046,14.54745063788046,-1.859117903250749
0,0,5,1,0,0,0,0,1,0,3.579763569249745,0.7407407407407407,1.296296296296296,1.851851851851852,14.14192720257454,14.14192720257454,-1.713393633244184
0,0,8,1,0,0,0,0,0,0,3.659412935524997,0.8070175438596491,1.403508771929824,1.947368421052632,13.78349586201647,13.78349586201647,-1.725111111179481
1,0,3,1,1,0,0,1,0,0,3.254286548560081,0.9459459459459459,1.594594594594595,2.189189189189189,13.29257419133096,13.29257419133096,-1.466643798403428
0,0,4,0,0,0,0,0,0,0,2.680792815012109,0.8181818181818182,1.363636363636364,1.787878787878788,12.96425309166877,12.96425309166877,-1.568845860183516
1,0,2,1,1,0,0,1,0,0,3.065572738879629,1.142857142857143,1.821428571428571,2.428571428571428,12.7685901675485,12.7685901675485,-1.181816342277652
1,0,5,1,1,0,0,1,0,0,3.371964679387415,0.8444444444444444,1.444444444444444,2.022222222222222,13.62638908561843,13.62638908561843,-1.579213162336393
0,0,7,0,0,0,0,0,0,0,3.724547568327477,0.6470588235294118,1.07843137254902,1.549019607843137,13.71097481217732,13.71097481217732,-1.50890706111808
0,0,3,0,0,0,0,0,0,0,2.934400961267191,1.291666666666667,1.916666666666667,2.416666666666667,12.69157123960695,12.69157123960695,-1.13998981691442
0,0,3,0,0,1,0,0,0,0,3.295892487651431,1.055555555555556,1.722222222222222,2.305555555555555,13.28883503946309,13.28883503946309,-1.08542254564935
0,0,15,0,0,0,0,0,0,0,1.638916590071827,0.4021739130434783,0.8043478260869565,1.228260869565217,13.80807227972833,13.80807227972833,-1.68209285050737
0,0,9,1,0,1,0,0,0,0,3.59064023470984,0.4047619047619048,0.7142857142857143,1.047619047619048,14.27380192178566,14.27380192178566,-1.714134625992409
0,0,2,1,0,0,0,0,1,0,2.613303193839356,1.0,1.653846153846154,2.192307692307693,12.44679741958512,12.44679741958512,-1.196958721760309
0,0,3,1,0,0,0,0,1,0,2.810639448385373,0.9428571428571428,1.542857142857143,2.057142857142857,12.85423431767688,12.85423431767688,-1.523524449903418
0,0,2,1,0,0,0,0,1,0,2.612807409406011,1.037037037037037,1.62962962962963,2.148148148148148,12.55346786554128,12.55346786554128,-1.198469781431091
0,0,3,2,0,0,0,0,1,0,2.970089921892446,0.6428571428571429,1.142857142857143,1.738095238095238,13.46911628320414,13.46911628320414,-1.288156229913779
0,0,3,2,0,0,0,0,1,0,2.970144184154362,0.6428571428571429,1.142857142857143,1.738095238095238,13.52832538814241,13.52832538814241,-1.275656532057389
0,0,6,0,0,0,0,0,0,0,3.094230323661214,0.4736842105263158,0.8421052631578947,1.263157894736842,13.74096154290864,13.74096154290864,-1.563143358933784
0,0,5,0,0,0,0,0,0,0,3.082986619824557,0.5510204081632653,0.9387755102040817,1.346938775510204,13.59659666433521,13.59659666433521,-1.469896260215768
0,0,5,0,0,0,0,0,0,0,3.034525512660611,0.5714285714285714,0.9387755102040817,1.346938775510204,13.5508222067101,13.5508222067101,-1.466002988400869
0,0,6,0,0,0,0,0,0,0,3.116859968177262,0.5263157894736842,0.9298245614035088,1.368421052631579,13.80265502894346,13.80265502894346,-1.660143435628159
0,0,6,1,0,0,0,0,1,0,3.615292874438399,0.8490566037735849,1.433962264150943,1.981132075471698,13.94481096913682,13.94481096913682,-1.349640049278883
0,0,5,1,0,0,0,0,0,1,3.56345227062529,0.82,1.4,1.96,13.84801414841061,13.84801414841061,-1.296831532335022
0,0,6,0,0,1,0,0,0,0,2.99256642090409,0.7142857142857143,1.224489795918367,1.693877551020408,13.41160213040185,13.41160213040185,-1.645597853539461
1,0,3,1,1,0,0,1,0,0,3.259359696692167,0.9722222222222222,1.611111111111111,2.194444444444445,13.43537690539179,13.43537690539179,-1.507668126408276
0,0,3,1,0,0,0,0,1,0,3.227551348114198,1.15625,1.78125,2.34375,12.81858522470636,12.81858522470636,-1.226814075148796
0,0,3,1,0,0,0,0,1,0,3.265592842482589,1.117647058823529,1.735294117647059,2.264705882352941,13.26025189137303,13.26025189137303,-1.225250289140565
0,0,4,0,0,0,0,0,0,0,3.215150589903318,0.9696969696969697,1.515151515151515,2.0,13.2621284540242,13.2621284540242,-1.211805054533923
0,0,5,1,0,0,0,0,1,0,2.846071474326597,0.825,1.425,1.925,13.17473339908571,13.17473339908571,-1.597900619755831
0,0,4,1,0,0,0,0,1,0,2.844506985535398,0.868421052631579,1.447368421052632,1.947368421052632,13.20540627101774,13.20540627101774,-1.539032661307019
0,0,10,2,0,0,0,0,0,0,4.200572204955889,0.5333333333333333,0.9066666666666666,1.306666666666667,13.96316650346452,13.96316650346452,-1.535896126245981
0,0,7,0,0,0,0,0,0,0,3.814439229902102,0.7021276595744681,1.212765957446809,1.74468085106383,13.64528212749542,13.64528212749542,-1.094316476653424
0,0,15,0,0,1,0,0,0,0,1.860794730804163,0.4631578947368421,0.9263157894736842,1.452631578947368,14.09652166121213,14.09652166121213,-1.557381295923202
0,0,12,0,0,2,0,0,0,0,4.322468422438684,0.4772727272727273,0.8522727272727273,1.238636363636364,13.86297259074161,13.86297259074161,-1.712085951915794
0,0,12,0,0,1,0,0,0,0,4.373732080202593,0.5542168674698795,1.072289156626506,1.590361445783133,13.81654638450628,13.81654638450628,-1.573968598033714
0,0,3,1,0,0,0,0,1,0,3.327478676368102,1.083333333333333,1.75,2.333333333333333,13.22816097222483,13.22816097222483,-1.065534024004889
0,0,5,0,0,0,0,0,0,0,3.434242631691117,0.8571428571428571,1.476190476190476,2.047619047619047,12.87139774589166,12.87139774589166,-1.162804666686917
0,1,4,1,0,0,0,0,0,0,3.36020561558077,1.026315789473684,1.684210526315789,2.263157894736842,13.46922881961301,13.46922881961301,-1.21417341160956
0,0,4,0,0,1,0,0,0,0,3.387722132415517,0.9024390243902439,1.536585365853659,2.121951219512195,13.31695052297703,13.31695052297703,-1.363414983598273
0,0,4,0,0,0,0,0,0,0,3.25047299125034,1.03030303030303,1.696969696969697,2.242424242424242,12.6314331075139,12.6314331075139,-1.360715798601351
0,0,6,0,0,0,0,0,0,1,3.393966880788689,1.0,1.675,2.225,12.91509060250839,12.91509060250839,-1.241423661710736
0,0,8,1,0,0,0,0,0,0,3.170487868548076,0.5806451612903226,1.080645161290323,1.580645161290323,13.82017753986605,13.82017753986605,-1.812588425668263
0,0,14,1,0,0,0,0,0,0,1.659084048602518,0.4174757281553398,0.7572815533980582,1.155339805825243,14.55526607426334,14.55526607426334,-1.998599645607041
0,0,5,0,0,0,0,0,0,0,3.167747094213305,1.068965517241379,1.758620689655172,2.344827586206896,12.13765849850807,12.13765849850807,-1.102864191717908
0,0,2,0,0,0,0,0,0,0,2.113791590641633,1.333333333333333,1.866666666666667,2.2,11.13393518518518,11.13393518518518,-1.433864323507181
0,0,2,0,0,0,0,0,0,0,2.409456792235764,0.9583333333333334,1.5,1.875,12.18500488158226,12.18500488158226,-1.39461829176115
0,0,2,0,0,0,0,0,0,0,2.431604630144402,0.84,1.28,1.68,12.06911674855127,12.06911674855127,-1.761542186318972
0,0,4,0,0,0,0,0,0,1,2.707542790775579,0.875,1.40625,1.875,12.45657621575821,12.45657621575821,-1.656213088375336
0,0,6,0,0,0,0,0,0,0,2.881056717612157,0.5813953488372093,1.023255813953488,1.418604651162791,13.14170884871358,13.14170884871358,-1.709619621705413
0,1,7,0,0,0,0,0,0,0,3.533113237903452,0.7291666666666666,1.229166666666667,1.666666666666667,13.27151840648472,13.27151840648472,-1.581497276186719
0,0,1,0,0,0,0,0,0,0,2.23285723747615,1.055555555555556,1.611111111111111,2.0,11.36660336356765,11.36660336356765,-1.591779572940288
0,0,4,0,0,0,0,0,0,0,2.822873561521867,0.55,0.925,1.325,12.82889366462328,12.82889366462328,-1.976012874961739
1,0,1,0,0,0,1,0,0,1,2.871685518026918,1.631578947368421,2.368421052631579,2.894736842105263,11.75530919312169,11.75530919312169,-1.103318032459897
0,0,2,0,0,1,0,0,0,0,2.607601810600316,1.035714285714286,1.678571428571429,2.178571428571428,12.5235028404536,12.5235028404536,-1.130669652183901
0,0,3,0,0,1,0,0,0,0,3.440177116356665,1.088235294117647,1.705882352941176,2.294117647058823,13.38008835737642,13.38008835737642,-1.099093886207561
1,0,4,0,0,1,1,0,0,1,3.464947842185377,1.023255813953488,1.627906976744186,2.162790697674418,13.33619385160962,13.33619385160962,-1.599236833826481
0,0,5,1,0,1,0,0,1,0,3.018651493843024,0.8163265306122449,1.387755102040816,1.918367346938775,13.82685786887814,13.82685786887814,-1.317923624341582
0,0,6,1,0,2,0,0,0,0,3.175558170654621,0.6610169491525424,1.152542372881356,1.677966101694915,14.03984211993421,14.03984211993421,-1.666741747881184
0,0,8,0,0,0,0,0,0,1,3.676306414532527,0.6610169491525424,1.152542372881356,1.661016949152542,13.26790725572843,13.26790725572843,-1.611582066298744
1,0,13,3,0,0,1,0,1,1,1.640467408870735,0.4354838709677419,0.7983870967741935,1.225806451612903,15.34055286534974,15.34055286534974,-1.538786450755738
0,0,6,0,0,0,0,0,0,0,3.03837734714042,0.5,0.8269230769230769,1.173076923076923,13.79396836086341,13.79396836086341,-1.202510102176374
0,0,9,0,0,0,0,0,0,0,3.195369748766772,0.4776119402985075,0.8656716417910447,1.283582089552239,13.56022202121182,13.56022202121182,-1.830156540162995
0,0,11,0,0,0,0,0,0,1,1.897449362568807,0.4505494505494506,0.8131868131868132,1.21978021978022,14.34471527262778,14.34471527262778,-1.829109406861793
0,0,5,0,0,0,0,0,0,0,3.338954576791429,0.9459459459459459,1.540540540540541,2.054054054054054,12.9557530986322,12.9557530986322,-1.54326962315793
0,0,6,1,0,0,0,0,0,0,3.81972137556355,0.7735849056603774,1.358490566037736,1.905660377358491,14.26844243535198,14.26844243535198,-1.184108713564768
0,0,11,0,0,0,0,0,0,0,4.13079748480539,0.625,1.111111111111111,1.597222222222222,14.29175049468896,14.29175049468896,-1.755397612292988
0,0,2,2,0,0,0,0,1,0,3.246690844482679,1.032258064516129,1.67741935483871,2.32258064516129,12.89736351719802,12.89736351719802,-1.127677641789293
1,0,5,1,0,0,1,0,0,0,3.668462493698611,1.046511627906977,1.767441860465116,2.395348837209302,13.44643740300812,13.44643740300812,-1.38476473589803
1,0,12,1,1,0,0,1,0,0,4.365068891029511,0.5862068965517241,1.126436781609195,1.701149425287356,14.52329543085738,14.52329543085738,-1.654416181697166
0,0,8,1,0,1,0,0,1,0,3.680159486898024,0.7704918032786885,1.311475409836065,1.819672131147541,14.22111119533632,14.22111119533632,-1.527338480630813
2,0,14,0,0,1,2,0,0,0,1.745363220829827,0.5229357798165137,0.963302752293578,1.440366972477064,14.98740267930009,14.98740267930009,-1.586593094599474
0,0,11,3,0,0,0,0,1,1,1.62496279851413,0.5,0.90625,1.354166666666667,15.1108039410311,15.1108039410311,-1.418307977468692
0,0,5,1,0,0,0,0,1,0,2.886625118533481,0.875,1.45,1.95,13.14839769525115,13.14839769525115,-1.528825095375871
1,0,5,0,0,1,1,0,0,1,3.810921667679993,1.037735849056604,1.716981132075472,2.30188679245283,13.91285292839162,13.91285292839162,-1.266568537292611
0,0,5,1,0,0,0,0,0,0,3.77784999542552,0.82,1.42,1.98,13.96177074628658,13.96177074628658,-1.323089535975088
0,0,6,0,0,0,0,0,0,0,3.378583397098947,0.9024390243902439,1.51219512195122,2.024390243902439,13.47431960289179,13.47431960289179,-1.464813124068625
0,0,4,0,0,0,0,0,0,0,3.381047718067489,1.0,1.548387096774194,2.064516129032258,13.03142386510262,13.03142386510262,-1.110124471536878
1,0,6,0,0,0,1,0,0,0,3.737101331799843,0.8627450980392157,1.411764705882353,1.96078431372549,13.82291644766751,13.82291644766751,-1.5560078369615
1,0,7,0,0,0,1,0,0,0,3.835506940264704,0.7457627118644068,1.254237288135593,1.796610169491526,13.99934271757039,13.99934271757039,-1.678517521390828
1,0,10,0,0,0,1,0,0,0,4.195060796917088,0.573170731707317,1.01219512195122,1.475609756097561,14.27214259866346,14.27214259866346,-1.928128873096668
0,0,3,0,0,0,0,0,0,0,3.177624854684021,1.03125,1.65625,2.15625,13.08816539800361,13.08816539800361,-1.088733664507023
0,0,5,0,0,0,0,0,0,0,3.363519655511955,0.8536585365853658,1.463414634146341,1.975609756097561,13.35684146503171,13.35684146503171,-1.359911385595458
0,0,4,0,0,0,0,0,0,0,3.14560727451554,0.96875,1.53125,2.03125,12.97982268833459,12.97982268833459,-1.323285383597884
0,0,5,1,0,0,0,0,1,0,3.794187788351582,0.8269230769230769,1.423076923076923,1.980769230769231,13.98884410359877,13.98884410359877,-1.181137842749688
0,0,8,1,0,0,0,0,1,0,4.098226724070038,0.6617647058823529,1.176470588235294,1.691176470588235,14.25535036009678,14.25535036009678,-1.336641026845077
0,0,3,0,0,0,0,0,0,0,3.143655832822253,1.137931034482759,1.793103448275862,2.344827586206896,12.53306170235047,12.53306170235047,-1.298928492693374
