fr_Nhpyrrole,fr_SH,fr_amide,fr_benzene,fr_bicyclic,fr_guanido,fr_imidazole,fr_para_hydroxylation,fr_phenol,fr_sulfide,AvgIpc,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxAbsEStateIndex,MaxEStateIndex,MinEStateIndex
0,0,3,0,0,0,0,0,0,0,2.383629508459663,0.9473684210526315,1.421052631578947,1.894736842105263,11.17553681657848,11.17553681657848,-1.203767609237937
0,0,5,2,0,1,0,0,2,0,3.076847117997896,0.6538461538461539,1.153846153846154,1.673076923076923,13.6027304105085,13.6027304105085,-1.43914832322456
0,0,9,2,0,1,0,0,1,0,3.285510403449191,0.5571428571428572,1.057142857142857,1.614285714285714,13.76653258279684,13.76653258279684,-1.867703778668806
0,0,2,0,0,1,0,0,0,0,2.477198134690457,1.125,1.708333333333333,2.166666666666667,12.02703102691694,12.02703102691694,-1.177237654320987
0,0,4,1,0,1,0,0,1,0,2.873954765256063,0.8292682926829268,1.390243902439024,1.926829268292683,13.25713845704698,13.25713845704698,-1.505270849080373
0,0,3,1,0,0,0,0,1,0,3.219238961464737,1.1875,1.84375,2.4375,12.77133057018338,12.77133057018338,-1.200275984613071
0,0,7,1,0,0,0,0,1,0,3.602660030121065,0.8545454545454545,1.454545454545455,2.0,13.50430939252519,13.50430939252519,-1.439132201923826
0,0,6,1,0,1,0,0,0,0,3.556241537164661,0.94,1.62,2.22,13.9009964511892,13.9009964511892,-1.271306156415556
1,0,3,1,1,0,0,1,0,0,3.21318105772407,1.0,1.694444444444444,2.333333333333333,12.86857360474288,12.86857360474288,-1.324378847777707
0,0,9,1,0,1,0,0,0,0,3.752989364520084,0.7313432835820896,1.328358208955224,1.91044776119403,14.49838580054417,14.49838580054417,-1.433985686439426
1,0,2,1,1,0,0,1,0,0,3.084208070198366,1.032258064516129,1.67741935483871,2.290322580645161,12.66482056248425,12.66482056248425,-1.450897082598472
1,0,5,1,1,0,0,1,0,0,3.344989757357557,0.8863636363636364,1.545454545454545,2.159090909090909,13.0578426672562,13.0578426672562,-1.432145547963515
0,0,6,1,0,0,0,0,1,0,3.042477655225686,0.7058823529411765,1.235294117647059,1.745098039215686,13.57190718931411,13.57190718931411,-1.311118913039661
1,0,4,2,1,0,0,1,1,0,3.914393284472371,0.8125,1.479166666666667,2.166666666666667,14.19980250215692,14.19980250215692,-1.220372231789703
0,0,3,0,0,0,0,0,0,0,2.564245188467602,0.9629629629629629,1.555555555555556,2.037037037037037,12.47194467023877,12.47194467023877,-1.170820630575112
0,0,2,1,0,0,0,0,1,0,3.337480834661297,1.185185185185185,1.925925925925926,2.555555555555555,12.70551151633493,12.70551151633493,-1.134483287142016
0,0,4,0,0,1,0,0,0,0,3.364970927516869,0.9512195121951219,1.536585365853659,2.073170731707317,13.05620657322735,13.05620657322735,-1.402983620562293
1,0,3,1,1,1,0,1,0,0,3.562580524425287,1.170731707317073,1.902439024390244,2.585365853658537,13.51615859751058,13.51615859751058,-1.21754571799617
1,0,6,1,0,0,1,0,0,0,3.909508406883493,0.847457627118644,1.474576271186441,2.067796610169491,13.92200177040743,13.92200177040743,-1.786288402408324
1,0,7,2,0,0,1,0,1,0,4.052914482450508,0.7323943661971831,1.295774647887324,1.845070422535211,14.51460962179449,14.51460962179449,-1.840022875071397
0,0,7,2,0,0,0,0,0,0,3.7365590371788,0.6984126984126984,1.253968253968254,1.80952380952381,14.10079101000233,14.10079101000233,-1.560663916985801
1,0,4,1,1,1,0,1,0,0,3.699502739446208,1.0,1.708333333333333,2.375,13.44063161063849,13.44063161063849,-1.445186207347657
0,0,4,2,0,1,0,0,1,0,3.559762586763072,0.9,1.48,2.06,13.99698985531469,13.99698985531469,-1.28529344410179
0,0,5,0,0,1,0,0,0,0,3.495777944661581,0.7647058823529411,1.254901960784314,1.745098039215686,13.58544100248523,13.58544100248523,-1.656906407829374
1,0,2,1,1,1,0,1,0,0,3.116035261267853,1.161290322580645,1.838709677419355,2.483870967741935,12.90949543860754,12.90949543860754,-1.193945664558038
0,0,7,1,0,0,0,0,0,0,3.861152299544906,0.6949152542372882,1.186440677966102,1.677966101694915,14.29998738736549,14.29998738736549,-1.588649484265344
0,0,6,2,0,0,0,0,0,0,3.85793601963158,0.7407407407407407,1.277777777777778,1.814814814814815,13.54775033995438,13.54775033995438,-1.45602511300639
0,0,8,1,0,0,0,0,0,0,3.916290161273427,0.6774193548387096,1.17741935483871,1.709677419354839,14.17814812033865,14.17814812033865,-1.391290500245843
0,0,5,1,0,1,0,0,1,0,3.787954199591954,0.8679245283018868,1.471698113207547,2.037735849056604,14.0534333586649,14.0534333586649,-1.237297640294714
2,0,5,3,2,0,0,2,1,0,3.954511208786024,0.7543859649122807,1.350877192982456,1.964912280701754,14.53190558470407,14.53190558470407,-1.406594281573281
0,0,4,1,0,0,0,0,0,0,3.406932813868446,0.975,1.625,2.2,13.53963042599264,13.53963042599264,-1.369462179168168
0,0,4,0,0,0,0,0,0,0,3.365769134067136,0.8461538461538461,1.358974358974359,1.846153846153846,13.26899676066478,13.26899676066478,-1.08135374180093
0,0,4,0,0,0,0,0,0,0,2.747413416594673,0.7428571428571429,1.314285714285714,1.8,12.82576053581059,12.82576053581059,-1.20749716484986
0,0,4,0,0,0,0,0,0,0,3.300776576395497,1.0,1.657142857142857,2.2,13.03344217032033,13.03344217032033,-1.339028555802997
0,0,3,0,0,0,0,0,0,0,3.198790727250202,1.0625,1.71875,2.25,13.13125614679491,13.13125614679491,-1.040354741629976
0,0,6,0,0,0,0,0,0,0,2.940887201014781,0.7674418604651163,1.395348837209302,1.906976744186047,12.97835039568976,12.97835039568976,-1.305558399396923
0,0,5,1,0,1,0,0,0,0,3.087378015714282,0.8,1.36,1.92,13.67137698640945,13.67137698640945,-1.615595067826111
1,0,5,0,0,0,1,0,0,0,3.322547817549919,0.8888888888888888,1.416666666666667,1.888888888888889,12.28824099584733,12.28824099584733,-1.268048468192125
0,0,6,0,0,1,0,0,0,0,3.076770733896766,0.660377358490566,1.150943396226415,1.622641509433962,13.45828959947903,13.45828959947903,-1.687022196903184
0,0,4,0,0,1,0,0,0,0,3.553592095661692,1.078947368421053,1.815789473684211,2.421052631578947,13.31400096869898,13.31400096869898,-1.09817447140702
1,0,2,1,1,0,0,1,0,0,3.08550318375956,1.032258064516129,1.67741935483871,2.290322580645161,12.5635607468296,12.5635607468296,-1.450897082598472
0,0,3,2,0,0,0,0,0,0,2.872085187836019,0.7105263157894737,1.131578947368421,1.578947368421053,13.1641717497503,13.1641717497503,-1.640520702108004
1,0,2,1,1,0,0,1,0,0,3.125177645877193,1.096774193548387,1.774193548387097,2.387096774193548,12.57583569538927,12.57583569538927,-1.453773121903082
0,0,4,0,0,0,0,0,0,0,2.715658560663628,0.8484848484848485,1.424242424242424,1.909090909090909,12.48204102057832,12.48204102057832,-1.338897006205808
0,0,4,1,0,0,0,0,0,0,2.821369846638951,0.7368421052631579,1.236842105263158,1.710526315789474,12.72123418984214,12.72123418984214,-1.570806488752016
0,0,3,2,0,0,0,0,2,0,2.885681313187207,0.6829268292682927,1.097560975609756,1.536585365853659,13.38141811712259,13.38141811712259,-1.436480342045958
0,0,9,1,0,1,0,0,0,0,3.335809516771608,0.56,1.053333333333333,1.573333333333333,14.07379575677759,14.07379575677759,-1.484030252521165
0,0,2,1,0,1,0,0,0,0,2.620934191764376,1.148148148148148,1.814814814814815,2.407407407407407,11.97359096397568,11.97359096397568,-1.182147666321131
0,0,3,0,0,1,0,0,0,0,2.596607077099103,1.0,1.586206896551724,2.068965517241379,12.51595063901747,12.51595063901747,-1.192869933531008
0,0,4,1,0,0,0,0,0,0,2.908764245640827,0.7692307692307693,1.307692307692308,1.82051282051282,13.35732004560828,13.35732004560828,-1.216074350304658
0,0,5,1,0,1,0,0,1,0,3.117763261934531,0.7454545454545455,1.290909090909091,1.818181818181818,13.77863859279786,13.77863859279786,-1.609478804670575
0,0,7,0,0,0,0,0,0,0,2.891195900199218,0.5227272727272727,0.8409090909090909,1.227272727272727,13.38205052281563,13.38205052281563,-1.510286351917251
0,0,10,2,0,0,0,0,1,0,4.288340581043624,0.5822784810126582,1.025316455696202,1.518987341772152,14.68400805229081,14.68400805229081,-1.598325160171401
0,0,9,1,0,1,0,0,0,1,3.861095172456708,0.72,1.293333333333333,1.826666666666667,14.37778827277511,14.37778827277511,-1.59572970631743
0,0,5,0,0,0,0,0,0,0,3.49343500418095,0.8837209302325582,1.488372093023256,2.0,13.38860688862281,13.38860688862281,-1.575317203257434
0,0,3,1,0,0,0,0,0,0,3.222865832579057,1.125,1.78125,2.375,12.92520034637414,12.92520034637414,-1.140881432038954
0,0,3,0,0,0,0,0,0,1,2.40809826428685,1.136363636363636,1.681818181818182,2.090909090909091,12.11217876039305,12.11217876039305,-1.436128117913833
0,1,2,0,0,0,0,0,0,1,2.558040983611638,1.125,1.75,2.25,12.36003519463341,12.36003519463341,-1.108912903124212
1,0,2,1,1,1,0,1,0,0,3.116214604703142,1.166666666666667,1.9,2.566666666666667,12.80282499265138,12.80282499265138,-1.192434604887256
1,0,2,1,1,0,0,1,0,0,3.094401495705547,1.137931034482759,1.862068965517241,2.551724137931035,12.39423470103529,12.39423470103529,-1.120430330233791
1,0,3,1,1,0,0,1,0,0,3.178073581918989,1.0,1.696969696969697,2.363636363636364,12.74142625340362,12.74142625340362,-1.197790286562
1,0,2,1,1,0,0,1,0,0,3.078760958454924,1.178571428571429,1.928571428571429,2.642857142857143,12.18381803436863,12.18381803436863,-1.117837737641198
1,0,2,1,1,0,0,1,0,0,3.025398224015076,1.071428571428571,1.714285714285714,2.321428571428572,12.44261802406148,12.44261802406148,-1.443686198244731
0,0,10,3,0,1,0,0,0,0,3.478986577481626,0.475609756097561,0.8780487804878049,1.317073170731707,14.21235491467711,14.21235491467711,-1.513411921452465
0,0,5,3,0,0,0,0,2,0,3.896076104620149,0.6379310344827587,1.086206896551724,1.568965517241379,14.38755923992658,14.38755923992658,-1.308442078493561
0,0,10,1,0,0,0,0,0,0,4.289920770712995,0.5454545454545454,0.935064935064935,1.350649350649351,14.51229304476052,14.51229304476052,-1.475801826172329
0,0,8,2,0,0,0,0,0,0,4.043403755153383,0.6197183098591549,1.154929577464789,1.661971830985915,14.46144118748213,14.46144118748213,-1.506754720047571
0,0,11,0,0,1,0,0,0,0,4.05839204605627,0.5641025641025641,1.051282051282051,1.576923076923077,14.2917561172729,14.2917561172729,-1.675966285114871
0,0,2,0,0,0,0,0,0,0,2.389138380578249,1.15,1.7,2.1,11.96838687326782,11.96838687326782,-1.135658102619682
2,0,13,1,0,0,2,0,0,0,1.894522585613239,0.5494505494505495,0.989010989010989,1.483516483516484,14.35432961365485,14.35432961365485,-1.972982835480902
0,0,10,1,0,1,0,0,1,0,3.909057773383379,0.6153846153846154,1.102564102564103,1.58974358974359,13.94008395144088,13.94008395144088,-1.681107584615829
0,0,5,0,0,0,0,0,0,0,3.301095752693994,0.8918918918918919,1.486486486486486,2.027027027027027,12.84248231694629,12.84248231694629,-1.167407878538034
0,0,5,0,0,0,0,0,0,0,3.256719597034489,1.117647058823529,1.794117647058824,2.382352941176471,12.68862030918339,12.68862030918339,-1.521674105616309
0,0,5,1,0,0,0,0,0,0,3.690806816448866,0.8478260869565217,1.456521739130435,2.043478260869565,13.73862366020434,13.73862366020434,-1.588850954521639
0,0,5,3,0,1,0,0,2,0,3.727096524828549,0.6935483870967742,1.225806451612903,1.806451612903226,14.42784930392168,14.42784930392168,-1.684940301358797
1,0,5,2,0,1,1,0,0,0,3.708862578140473,0.6333333333333333,1.083333333333333,1.516666666666667,14.17064549320349,14.17064549320349,-1.80030397179212
1,0,6,2,1,0,0,1,0,0,3.943389489315086,0.671875,1.265625,1.90625,14.30825319300589,14.30825319300589,-1.513834759580751
0,0,15,0,0,0,0,0,0,0,0.8842055131334502,0.3302752293577982,0.6697247706422018,1.091743119266055,13.83787192381321,13.83787192381321,-2.156032707935811
0,0,17,0,0,0,0,0,0,0,1.621773810552297,0.4519230769230769,0.8557692307692307,1.307692307692308,14.06547261538194,14.06547261538194,-1.844284827408463
2,1,4,1,0,0,2,0,1,0,3.698742831889291,0.7674418604651163,1.255813953488372,1.674418604651163,13.5417229010732,13.5417229010732,-1.363438125828479
0,0,5,1,0,1,0,0,1,0,3.506231066438259,0.9583333333333334,1.604166666666667,2.1875,13.91935920601092,13.91935920601092,-1.247167735636893
0,0,6,0,0,1,0,0,0,0,3.486994480285953,0.9361702127659575,1.595744680851064,2.148936170212766,13.72698535772999,13.72698535772999,-1.48798935877021
1,0,7,1,0,0,1,0,1,0,3.885864946665406,0.864406779661017,1.491525423728814,2.067796610169491,13.7401498147931,13.7401498147931,-1.585828269343433
0,0,4,1,0,1,0,0,1,0,3.468361065976346,1.022222222222222,1.666666666666667,2.244444444444444,13.87963315337465,13.87963315337465,-1.405259032639551
0,0,8,1,0,1,0,0,0,0,3.700195843709329,0.7540983606557377,1.344262295081967,1.950819672131147,13.53581187459785,13.53581187459785,-1.720546636715554
0,0,8,1,0,1,0,0,0,0,3.961781119498425,0.7164179104477612,1.223880597014925,1.716417910447761,14.14235835049291,14.14235835049291,-1.663421239356277
0,0,2,0,0,1,0,0,0,1,2.519468900960617,1.25,1.916666666666667,2.458333333333333,11.73608465608466,11.73608465608466,-1.17206156684692
1,1,3,1,0,0,1,0,0,0,3.342005124190914,0.9166666666666666,1.527777777777778,2.083333333333333,12.76064016118895,12.76064016118895,-1.546290080336798
1,0,9,2,1,0,0,1,0,0,4.217509242760295,0.5783132530120482,1.120481927710843,1.734939759036145,14.28593408408863,14.28593408408863,-2.000915573944035
0,0,11,2,0,1,0,0,0,0,1.637944078920418,0.4574468085106383,0.8297872340425532,1.234042553191489,14.66847049638705,14.66847049638705,-2.2134666202727
0,0,13,2,0,0,0,0,0,0,1.787058611688128,0.4421052631578947,0.8315789473684211,1.252631578947368,14.52889335230563,14.52889335230563,-1.609898910452651
0,0,7,1,0,0,0,0,0,0,3.934267934923739,0.7049180327868853,1.295081967213115,1.852459016393443,13.91077812735863,13.91077812735863,-1.821387271688216
0,0,6,0,0,0,0,0,0,0,3.797751677715487,0.5892857142857143,1.017857142857143,1.5,14.27711516574137,14.27711516574137,-1.089935216997875
0,0,7,1,0,0,0,0,1,0,3.690337899579049,0.75,1.316666666666667,1.85,13.9512222075007,13.9512222075007,-1.688247045442421
0,0,8,0,0,0,0,0,0,1,4.134391544744243,0.6268656716417911,1.119402985074627,1.611940298507463,14.23057721432626,14.23057721432626,-1.342171122722531
0,0,3,0,0,0,0,0,0,0,2.620238588982295,0.7419354838709677,1.193548387096774,1.580645161290323,12.78345177731586,12.78345177731586,-1.314169474888722
0,0,3,0,0,0,0,0,0,0,3.264208919589203,1.074074074074074,1.666666666666667,2.259259259259259,12.54136692632364,12.54136692632364,-1.028813530804387
0,0,5,1,0,0,0,0,0,0,3.432552384683987,1.024390243902439,1.682926829268293,2.268292682926829,12.75732887562589,12.75732887562589,-1.498749215684642
1,0,6,1,1,1,0,1,0,0,3.884384398737661,0.8387096774193549,1.467741935483871,2.096774193548387,14.19554018554029,14.19554018554029,-1.567478634694644
0,0,4,2,0,1,0,0,0,0,3.525654576406422,0.8666666666666667,1.422222222222222,1.977777777777778,13.67674106622294,13.67674106622294,-1.108284415262889
0,0,4,0,0,0,0,0,0,0,3.331842316366656,0.9722222222222222,1.666666666666667,2.25,12.72711202287771,12.72711202287771,-1.318921499195183
0,0,4,2,0,0,0,0,1,0,3.465325806485897,0.8604651162790697,1.511627906976744,2.13953488372093,12.98281946093346,12.98281946093346,-1.505999243742439
1,0,4,1,1,0,0,1,0,0,3.698345649378678,1.025641025641026,1.692307692307692,2.384615384615385,13.08472686951378,13.08472686951378,-1.189685675690054
0,0,8,1,0,0,0,0,1,0,3.959344424669976,0.6923076923076923,1.246153846153846,1.8,14.03498946269212,14.03498946269212,-1.435885534837485
0,0,4,0,0,1,0,0,0,0,2.922759977747658,0.7954545454545454,1.340909090909091,1.818181818181818,13.2116905550177,13.2116905550177,-1.620039685272127
0,0,7,0,0,0,0,0,0,0,4.029853671358816,0.6206896551724138,1.068965517241379,1.568965517241379,14.07342671578296,14.07342671578296,-1.360870803743417
0,0,5,0,0,1,0,0,0,0,3.485564443301141,0.8775510204081632,1.469387755102041,1.979591836734694,13.54219095233763,13.54219095233763,-1.703326601196059
0,0,10,0,0,0,0,0,0,0,3.246305400009331,0.5147058823529411,0.9558823529411765,1.382352941176471,14.05573150288951,14.05573150288951,-1.710111926534995
0,0,5,1,0,1,0,0,0,0,3.827046367896498,0.8148148148148148,1.462962962962963,2.092592592592593,14.27599900645041,14.27599900645041,-1.554132466809496
1,0,7,1,0,0,1,0,0,0,4.082424323893457,0.7540983606557377,1.360655737704918,1.950819672131147,14.07794660331077,14.07794660331077,-1.229522800815121
0,0,6,2,0,1,0,0,1,0,3.946226051559736,0.75,1.265625,1.765625,14.45542278232334,14.45542278232334,-1.648785674474581
0,0,5,0,0,0,0,0,0,0,3.629223661884329,0.8333333333333334,1.357142857142857,1.80952380952381,13.68654583992375,13.68654583992375,-1.506013733583284
0,0,3,1,0,1,0,0,0,0,2.819540631318923,1.057142857142857,1.714285714285714,2.285714285714286,12.75565134176928,12.75565134176928,-1.217916381332912
0,0,3,1,0,1,0,0,0,0,2.872174575253209,0.9487179487179487,1.564102564102564,2.102564102564103,13.34755704849642,13.34755704849642,-1.210234030614848
0,0,4,1,0,1,0,0,0,0,2.869386232121669,0.875,1.425,1.95,13.24055858263109,13.24055858263109,-1.237590125556396
0,0,3,1,0,1,0,0,0,0,2.79776765826306,0.9444444444444444,1.555555555555556,2.111111111111111,12.9496833884176,12.9496833884176,-1.161026475870677
0,0,2,1,0,0,0,0,0,0,2.668022989088242,1.0,1.620689655172414,2.172413793103448,12.81588977605888,12.81588977605888,-1.10155223803291
0,0,2,1,0,0,0,0,0,0,2.667898951154221,1.0,1.620689655172414,2.172413793103448,12.75573561254162,12.75573561254162,-1.129340303876531
0,0,10,0,0,0,0,0,0,1,4.042921946378796,0.4810126582278481,0.8354430379746836,1.253164556962025,14.16841610245077,14.16841610245077,-2.019269858442046
0,0,3,0,0,0,0,0,0,0,3.387007725799032,0.7692307692307693,1.192307692307692,1.692307692307692,13.0276881771227,13.0276881771227,-0.9979314684500464
0,0,4,1,0,0,0,0,1,0,3.725828826615396,0.8571428571428571,1.357142857142857,1.904761904761905,13.9791629706673,13.9791629706673,-1.042483095855047
0,0,6,0,0,0,0,0,0,1,3.757140467977828,0.875,1.479166666666667,2.020833333333333,13.67247490641168,13.67247490641168,-1.340561647956186
0,0,10,0,0,0,0,0,0,0,4.003450867173293,0.6290322580645161,1.112903225806452,1.612903225806452,13.70513946027801,13.70513946027801,-1.522027140713842
0,0,10,2,0,1,0,0,1,0,0.8869202158227606,0.4787234042553192,0.8723404255319149,1.308510638297872,14.68009913471053,14.68009913471053,-2.110610542388843
1,0,11,1,0,1,1,0,1,0,1.822620809697902,0.6595744680851063,1.212765957446809,1.74468085106383,14.63505147838831,14.63505147838831,-1.903589390116351
0,0,7,2,0,0,0,0,2,0,3.220373030939903,0.5873015873015873,1.015873015873016,1.476190476190476,13.73289249672695,13.73289249672695,-1.968738911704142
0,0,6,0,0,0,0,0,0,1,3.724380016340517,0.8541666666666666,1.458333333333333,2.0,13.66558555838597,13.66558555838597,-1.337685608651576
0,2,4,1,0,0,0,0,1,0,2.835579221439891,0.8571428571428571,1.4,1.914285714285714,12.39546304911195,12.39546304911195,-1.29258341377127
1,0,4,1,1,0,0,1,0,0,3.267026888806562,0.9444444444444444,1.611111111111111,2.25,12.49458224141461,12.49458224141461,-1.412537712113935
0,1,5,1,0,0,0,0,0,0,3.510126750696689,0.9761904761904762,1.595238095238095,2.142857142857143,13.23049882384808,13.23049882384808,-1.319060325780655
1,0,5,1,1,0,0,1,0,0,3.706055935593751,0.9583333333333334,1.625,2.270833333333333,13.68349499803093,13.68349499803093,-1.435312864042642
0,0,7,2,0,0,0,0,1,0,3.702871056734065,0.7333333333333333,1.316666666666667,1.883333333333333,13.49048096924014,13.49048096924014,-1.606993804524359
0,0,10,1,0,1,0,0,0,0,3.848590269331452,0.6623376623376623,1.246753246753247,1.818181818181818,14.25786247646175,14.25786247646175,-1.725212798606967
1,0,5,2,0,1,1,0,1,0,3.714359652129705,0.6885245901639344,1.19672131147541,1.737704918032787,14.09851248309925,14.09851248309925,-1.318685864777644
1,0,2,1,1,0,0,1,0,0,3.400341123145403,1.258064516129032,2.032258064516129,2.774193548387097,12.91659311758067,12.91659311758067,-1.1176013582983
0,0,2,0,0,1,0,0,0,0,2.976954089381853,1.347826086956522,2.043478260869565,2.652173913043478,11.98212599804997,11.98212599804997,-1.030695162387983
0,0,7,0,0,1,0,0,0,0,3.654163037612908,0.6779661016949152,1.11864406779661,1.542372881355932,13.70783785701701,13.70783785701701,-1.680779505747837
0,0,4,0,0,0,0,0,0,0,3.600695797569871,1.0,1.676470588235294,2.294117647058823,13.09772400308669,13.09772400308669,-1.045546085709065
0,0,11,0,0,0,0,0,0,0,4.029820252773449,0.6111111111111112,1.138888888888889,1.666666666666667,14.08381137967052,14.08381137967052,-1.742631827490507
0,0,7,0,0,0,0,0,0,0,3.368435768184302,0.8717948717948718,1.512820512820513,2.076923076923077,12.82103439786791,12.82103439786791,-1.592729580774764
0,0,7,1,0,0,0,0,1,0,4.018488675736927,0.711864406779661,1.203389830508474,1.728813559322034,13.98858872959405,13.98858872959405,-1.286441176066208
0,1,5,0,0,0,0,0,0,0,3.353262313525645,1.026315789473684,1.631578947368421,2.131578947368421,13.16560114762058,13.16560114762058,-1.591481190964065
0,0,5,0,0,0,0,0,0,0,2.593680859574954,0.8888888888888888,1.444444444444444,2.0,11.74320329525763,11.74320329525763,-1.229907137961679
1,0,5,2,0,0,1,0,1,0,3.89794565808136,0.8421052631578947,1.508771929824561,2.140350877192982,14.21762889750154,14.21762889750154,-1.265701624495137
0,0,4,1,0,1,0,0,0,0,3.496483466402102,0.9574468085106383,1.617021276595745,2.212765957446809,13.93370995328291,13.93370995328291,-1.464138851576206
0,0,3,1,0,0,0,0,0,0,3.50121782858839,1.058823529411765,1.794117647058824,2.411764705882353,13.42688614222344,13.42688614222344,-1.037362141351555
0,0,3,1,0,0,0,0,0,0,3.275387629616776,0.9714285714285714,1.571428571428571,2.142857142857143,13.40081238977072,13.40081238977072,-1.042749011016507
0,0,4,1,0,0,0,0,1,0,3.622163265678276,0.8604651162790697,1.441860465116279,2.023255813953488,13.73080843853235,13.73080843853235,-1.173053554267979
0,0,5,1,0,0,0,0,1,0,3.85869626786963,0.74,1.3,1.88,14.31186404843286,14.31186404843286,-1.092008943754525
2,0,8,1,1,0,1,1,0,0,4.050697825473868,0.8059701492537313,1.447761194029851,2.059701492537314,14.30375246070761,14.30375246070761,-1.810131358142034
0,0,6,1,0,0,0,0,1,0,3.939845088161065,0.6964285714285714,1.196428571428571,1.732142857142857,14.17863851027202,14.17863851027202,-1.547059266358811
0,0,7,1,0,0,0,0,0,0,3.569442752229922,0.88,1.54,2.12,13.74308623511226,13.74308623511226,-1.411363770897746
1,0,10,1,1,0,0,1,0,0,3.972171381781937,0.7536231884057971,1.36231884057971,1.971014492753623,14.36847108986849,14.36847108986849,-1.554559172264171
0,0,1,1,0,0,0,0,0,0,2.926472571084235,1.368421052631579,2.105263157894737,2.684210526315789,11.91344891660368,11.91344891660368,-1.004444444444443
0,0,2,2,0,0,0,0,2,0,3.253700053733016,0.96875,1.5,2.03125,12.90559549177615,12.90559549177615,-1.188583254034192
1,0,1,1,1,0,0,1,0,0,2.941030463581203,1.347826086956522,2.043478260869565,2.695652173913043,12.23093474426808,12.23093474426808,-1.035190520525116
1,0,5,1,0,0,1,0,1,0,3.605177177240394,0.7407407407407407,1.296296296296296,1.814814814814815,13.88994741224584,13.88994741224584,-1.55237110467238
0,0,7,1,0,0,0,0,0,0,3.02807453316078,0.66,1.22,1.78,13.00331090794185,13.00331090794185,-1.239326807380514
1,0,8,1,1,0,0,1,0,0,3.985845310875517,0.7419354838709677,1.338709677419355,1.935483870967742,14.21381051251826,14.21381051251826,-1.60403044838297
0,0,9,3,0,0,0,0,0,0,3.336856798187103,0.4189189189189189,0.7297297297297297,1.094594594594595,14.36286847395451,14.36286847395451,-2.036475714023506
1,0,8,2,1,0,0,1,0,0,4.040635405248676,0.7619047619047619,1.412698412698413,2.095238095238095,13.88745904478434,13.88745904478434,-1.429248994784315
1,0,8,1,0,0,1,0,0,0,4.222987077093308,0.625,1.083333333333333,1.597222222222222,14.66039658480018,14.66039658480018,-1.310662540923564
1,0,6,2,1,0,0,1,0,0,4.060201474705169,0.7457627118644068,1.322033898305085,1.983050847457627,14.35990008074604,14.35990008074604,-1.226779903271457
0,0,4,1,0,0,0,0,1,0,2.857341518813177,0.9210526315789473,1.526315789473684,2.052631578947369,13.21105144730651,13.21105144730651,-1.293688311673938
0,0,5,1,0,0,0,0,1,0,2.838489503366092,0.868421052631579,1.394736842105263,1.894736842105263,12.65967904654499,12.65967904654499,-1.278618940328784
1,0,3,0,0,0,1,0,0,0,3.207547104574092,1.129032258064516,1.806451612903226,2.32258064516129,12.97283604182413,12.97283604182413,-1.181834914023767
0,0,3,1,0,0,0,0,0,1,3.250723150053358,1.258064516129032,1.967741935483871,2.612903225806452,12.88254903916173,12.88254903916173,-1.041240652526953
0,0,3,0,0,1,0,0,0,0,3.390879873551469,1.166666666666667,1.933333333333333,2.566666666666667,12.62781865566092,12.62781865566092,-1.16817092036515
0,0,3,1,0,1,0,0,1,0,3.357512337002145,1.128205128205128,1.794871794871795,2.384615384615385,13.2437554404434,13.2437554404434,-1.241986955940798
0,0,6,0,0,1,0,0,0,1,3.436535746476723,0.9318181818181818,1.590909090909091,2.159090909090909,13.43694517770648,13.43694517770648,-1.37823761748998
0,0,3,0,0,1,0,0,0,0,3.120133148156718,1.241379310344828,1.896551724137931,2.448275862068965,12.64650148929692,12.64650148929692,-1.185543255512591
0,0,9,0,0,0,0,0,0,0,3.298918738140197,0.4324324324324325,0.8243243243243243,1.256756756756757,13.89739424360107,13.89739424360107,-1.887166710315903
0,0,3,0,0,0,0,0,0,1,3.192716545592843,1.133333333333333,1.8,2.366666666666667,13.06228203472747,13.06228203472747,-1.046362407183565
1,0,3,1,1,0,0,1,0,1,3.57801862090089,1.153846153846154,1.923076923076923,2.641025641025641,13.58365933150482,13.58365933150482,-1.163198239412442
0,1,3,1,0,0,0,0,0,0,2.747935903482983,0.9375,1.53125,2.0625,12.51587924280079,12.51587924280079,-1.233866869474942
0,1,2,1,0,0,0,0,0,0,2.595317910909334,1.0,1.576923076923077,2.076923076923077,12.31779793398841,12.31779793398841,-1.455040102460738
1,0,2,0,0,1,1,0,0,0,3.072950548272456,1.346153846153846,2.076923076923077,2.653846153846154,11.85748410456525,11.85748410456525,-1.1919119647655
0,0,2,1,0,0,0,0,0,0,2.594822621928,0.9629629629629629,1.518518518518519,2.0,12.41842151675485,12.41842151675485,-1.432941337028639
0,1,11,0,0,2,0,0,0,0,2.431014020422899,0.5632183908045977,1.045977011494253,1.517241379310345,14.29883492936338,14.29883492936338,-1.58088353341375
1,0,2,2,1,1,0,1,0,0,3.27934380894982,0.9459459459459459,1.621621621621622,2.324324324324324,13.1039408194152,13.1039408194152,-1.183737757518039
1,0,2,2,1,1,0,1,1,0,3.285180709135117,0.9736842105263158,1.657894736842105,2.342105263157895,13.11805604575265,13.11805604575265,-1.262330239187272
2,0,3,2,2,0,0,2,0,0,3.49559926438895,0.7894736842105263,1.315789473684211,1.868421052631579,13.11768916597605,13.11768916597605,-1.268907331443928
