length,Nside,Cside,hydrophobic,G,L,P,K,dpc-AP,dpc-YP,dpc-KK,dpc-GP,dde-PH,dde-AP,dde-YP,dde-GP,asdc-AP,asdc-YP,asdc-KK,asdc-GP
4,7,8,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,8,0.75,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,1,0.44,0.08,0.16,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0
25,1,1,0.44,0.08,0.16,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0
13,7,18,0.46,0.0,0.07692307692307693,0.07692307692307693,0.2307692307692308,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956522,0.0
13,7,3,0.38,0.0,0.07692307692307693,0.07692307692307693,0.2307692307692308,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956522,0.0
27,5,19,0.56,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1851851851851852,0.0,0.0,0.03846153846153846,0.07692307692307693,0.0,0.0,0.0,0.2176677189095749,0.0,0.0,0.0392156862745098,0.0392156862745098
10,4,13,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,7,12,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,17,9,0.67,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12,11,0.83,0.1666666666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.337554771413759,0.0,0.0,0.0,0.1111111111111111
5,1,18,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,9,2,0.46,0.1153846153846154,0.07692307692307693,0.03846153846153846,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,5,12,0.58,0.1290322580645161,0.1290322580645161,0.06451612903225806,0.1612903225806452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.01694915254237288
16,4,17,0.5,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4,14,0.56,0.12,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,17,15,0.44,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5,13,0.67,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,14,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,7,9,0.77,0.07692307692307693,0.1538461538461539,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,7,9,0.83,0.25,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,7,9,0.83,0.25,0.25,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,8,0.29,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363636363636,0.0
5,12,11,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.675538471877458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,1,0.47,0.1,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,1,0.43,0.1,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,5,8,0.33,0.1111111111111111,0.06666666666666667,0.02222222222222222,0.1333333333333333,0.0,0.0,0.02272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01149425287356322,0.0
49,5,0,0.41,0.04081632653061224,0.0,0.08163265306122448,0.06122448979591837,0.0,0.0,0.0,0.02083333333333333,0.0,0.0,0.0,0.03647098505190681,0.0,0.0,0.0,0.02105263157894737
18,13,14,0.17,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,7,9,0.71,0.0,0.2857142857142857,0.0,0.2142857142857143,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
14,7,9,0.71,0.07142857142857142,0.1428571428571428,0.0,0.2142857142857143,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
14,9,9,0.71,0.0,0.3571428571428572,0.0,0.2142857142857143,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
35,8,9,0.63,0.1142857142857143,0.05714285714285714,0.02857142857142857,0.2,0.0,0.0,0.02941176470588235,0.02941176470588235,0.0,0.0,0.0,0.06581800916119726,0.01492537313432836,0.0,0.02985074626865672,0.01492537313432836
21,14,14,0.62,0.09523809523809523,0.3333333333333333,0.04761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,5,15,0.61,0.08695652173913043,0.04347826086956522,0.0,0.1739130434782609,0.0,0.0,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.0
17,16,14,0.47,0.1176470588235294,0.05882352941176471,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,5,1,0.61,0.2121212121212121,0.1515151515151515,0.0,0.1515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01587301587301587,0.0
24,4,1,0.62,0.0,0.2083333333333333,0.08333333333333333,0.1666666666666667,0.0,0.0,0.04347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0
19,4,4,0.74,0.0,0.1578947368421053,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,4,0.68,0.0,0.1578947368421053,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,4,0.68,0.0,0.1578947368421053,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,4,0.68,0.0,0.1578947368421053,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,4,0.68,0.0,0.1578947368421053,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,4,0.68,0.0,0.1578947368421053,0.05263157894736842,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,5,1,0.5,0.07142857142857142,0.1428571428571428,0.0,0.1785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
22,5,8,0.55,0.09090909090909091,0.1818181818181818,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02439024390243903,0.0
28,5,1,0.5,0.07142857142857142,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01886792452830189,0.0
25,4,6,0.64,0.16,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4,6,0.64,0.16,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,6,0.6,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,15,5,0.56,0.2195121951219512,0.0,0.1463414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038
36,5,17,0.5,0.1388888888888889,0.08333333333333333,0.05555555555555555,0.2222222222222222,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.06270011419810788,0.0,0.0,0.04347826086956522,0.01449275362318841
35,5,5,0.49,0.1142857142857143,0.08571428571428572,0.02857142857142857,0.1142857142857143,0.0,0.0,0.02941176470588235,0.02941176470588235,0.0,0.0,0.0,0.06581800916119726,0.0,0.0,0.01492537313432836,0.02985074626865672
21,0,9,0.71,0.09523809523809523,0.2857142857142857,0.0,0.1904761904761905,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0
16,5,8,0.31,0.0625,0.125,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0
28,9,2,0.5,0.1071428571428571,0.1071428571428571,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,14,14,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4,5,0.59,0.1363636363636364,0.04545454545454546,0.0,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4,5,0.64,0.1818181818181818,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,6,18,0.45,0.05,0.05,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0
20,6,0,0.4,0.05,0.05,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0
28,17,14,0.43,0.07142857142857142,0.1428571428571428,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4,9,0.77,0.07692307692307693,0.3846153846153846,0.0,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,9,1,0.62,0.04761904761904762,0.1904761904761905,0.04761904761904762,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,1,0.6,0.05,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,5,3,0.62,0.1153846153846154,0.1538461538461539,0.03846153846153846,0.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612
24,4,1,0.54,0.0,0.2083333333333333,0.04166666666666666,0.25,0.0,0.0,0.04347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0
13,4,4,0.69,0.0,0.3846153846153846,0.0,0.3076923076923077,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956522,0.0
13,4,0,0.77,0.07692307692307693,0.3846153846153846,0.0,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4,1,0.71,0.04166666666666666,0.2083333333333333,0.08333333333333333,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,14,0.79,0.2142857142857143,0.1428571428571428,0.07142857142857142,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.3078286401727354,0.0,0.0,0.0,0.08
12,14,17,0.5,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.3990920846129089,0.0,0.0,0.0,0.09523809523809523
32,16,8,0.62,0.09375,0.28125,0.125,0.25,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06557377049180328,0.0
24,1,14,0.33,0.1666666666666667,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,16,14,0.37,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0
18,9,14,0.33,0.05555555555555555,0.1666666666666667,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,12,14,0.28,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,14,14,0.29,0.0,0.1428571428571428,0.07142857142857142,0.1071428571428571,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.0
26,5,9,0.58,0.1923076923076923,0.1153846153846154,0.0,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0
25,14,9,0.56,0.12,0.08,0.0,0.2,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0
23,5,9,0.52,0.08695652173913043,0.2173913043478261,0.0,0.2173913043478261,0.0,0.0,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.0
11,15,16,0.55,0.0,0.3636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,14,7,0.64,0.0,0.3636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,14,9,0.64,0.0,0.4545454545454545,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9,8,0.73,0.0,0.5454545454545454,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,19,9,0.64,0.0,0.4545454545454545,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,14,14,0.55,0.0,0.3636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13,7,0.64,0.0,0.3636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13,10,0.64,0.0,0.3636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,10,9,0.82,0.0,0.4545454545454545,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13,14,0.55,0.0,0.3636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13,8,0.55,0.0,0.3636363636363636,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13,19,0.55,0.0,0.3636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9,9,0.73,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,16,9,0.73,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,14,9,0.73,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9,9,0.82,0.0,0.6363636363636364,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13,9,0.73,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13,17,0.73,0.0,0.4545454545454545,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,9,0.73,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,1,0.54,0.08333333333333333,0.08333333333333333,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0
22,2,8,0.45,0.04545454545454546,0.04545454545454546,0.04545454545454546,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,1,0.21,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.1063829787234043,0.0,0.0,0.0,0.02173913043478261,0.0,0.0,0.0,0.03929646556469318,0.0,0.0,0.01098901098901099,0.01098901098901099
22,5,4,0.45,0.1818181818181818,0.0,0.04545454545454546,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,8,0.45,0.0303030303030303,0.0,0.0303030303030303,0.4545454545454545,0.0,0.0,0.125,0.03125,0.0,0.0,0.0,0.07280993647336098,0.01587301587301587,0.0,0.1111111111111111,0.01587301587301587
34,8,8,0.5,0.08823529411764706,0.0,0.02941176470588235,0.3235294117647059,0.0,0.0,0.06060606060606061,0.0303030303030303,0.0,0.0,0.0,0.06917894127760217,0.01538461538461539,0.0,0.06153846153846154,0.01538461538461539
36,0,9,0.75,0.1388888888888889,0.1111111111111111,0.02777777777777778,0.08333333333333333,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.06270011419810788,0.01449275362318841,0.0,0.0,0.01449275362318841
26,5,13,0.62,0.1153846153846154,0.1538461538461539,0.03846153846153846,0.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612
24,3,12,0.42,0.04166666666666666,0.04166666666666666,0.08333333333333333,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,15,0,0.67,0.0,0.1666666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,15,2,0.26,0.06976744186046512,0.04651162790697674,0.02325581395348837,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5,5,0.73,0.3636363636363636,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4625065378682232,0.0,0.0,0.0,0.1578947368421053
14,8,19,0.14,0.07142857142857142,0.0,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
20,14,13,0.55,0.15,0.05,0.25,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.2500395326083078,0.1694573770493589,0.0,0.08108108108108109,0.0,0.02702702702702703
9,2,14,0.22,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2,19,0.17,0.08333333333333333,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0
56,15,13,0.62,0.1785714285714286,0.0,0.3928571428571428,0.01785714285714286,0.01818181818181818,0.0,0.0,0.05454545454545454,0.0,0.02860705177527688,0.0,0.1035432289352947,0.01834862385321101,0.0,0.0,0.09174311926605505
57,10,11,0.42,0.05263157894736842,0.07017543859649122,0.01754385964912281,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,5,6,0.54,0.1538461538461539,0.07692307692307693,0.0,0.2692307692307692,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0
39,14,12,0.72,0.02564102564102564,0.05128205128205128,0.4871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01333333333333333,0.0,0.01333333333333333
14,5,17,0.71,0.2142857142857143,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,7,9,0.77,0.1538461538461539,0.1538461538461539,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4,9,0.62,0.07692307692307693,0.2307692307692308,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,7,8,0.46,0.0,0.2307692307692308,0.0,0.4615384615384616,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.0
12,7,9,0.5,0.0,0.1666666666666667,0.0,0.4166666666666667,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0
13,7,8,0.46,0.0,0.1538461538461539,0.0,0.4615384615384616,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.0
16,4,0,0.62,0.125,0.125,0.0,0.25,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275862068965,0.0
16,4,0,0.69,0.125,0.1875,0.0,0.1875,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275862068965,0.0
29,7,17,0.59,0.06896551724137931,0.103448275862069,0.03448275862068965,0.2413793103448276,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0
27,10,8,0.44,0.0,0.1111111111111111,0.03703703703703703,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,10,8,0.52,0.0,0.1111111111111111,0.03703703703703703,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,10,8,0.48,0.03703703703703703,0.1111111111111111,0.03703703703703703,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,10,18,0.48,0.03703703703703703,0.1111111111111111,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,10,18,0.63,0.03703703703703703,0.1111111111111111,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,10,8,0.37,0.03703703703703703,0.1111111111111111,0.03703703703703703,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,14,17,0.53,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,8,16,0.55,0.0,0.1818181818181818,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0
30,8,4,0.5,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.3,0.0,0.0,0.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07017543859649122,0.0
17,8,0,0.24,0.0,0.05882352941176471,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,11,11,0.24,0.0,0.05882352941176471,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,7,5,0.5,0.3125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,14,0.31,0.09375,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,14,19,0.46,0.08571428571428572,0.02857142857142857,0.0,0.1142857142857143,0.0,0.0,0.02941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02985074626865672,0.0
36,14,10,0.33,0.02777777777777778,0.08333333333333333,0.0,0.1944444444444444,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956522,0.0
37,14,2,0.41,0.02702702702702703,0.05405405405405406,0.0,0.1081081081081081,0.0,0.0,0.02777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02816901408450704,0.0
36,14,10,0.31,0.02777777777777778,0.05555555555555555,0.0,0.1944444444444444,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956522,0.0
29,14,19,0.38,0.1379310344827586,0.03448275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,14,10,0.23,0.06666666666666667,0.1,0.0,0.1,0.0,0.0,0.03448275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01754385964912281,0.0
31,14,2,0.32,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,14,10,0.2,0.06666666666666667,0.06666666666666667,0.0,0.1,0.0,0.0,0.03448275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01754385964912281,0.0
15,8,15,0.33,0.06666666666666667,0.2,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,5,13,0.45,0.1818181818181818,0.06818181818181818,0.04545454545454546,0.06818181818181818,0.0,0.0,0.02325581395348837,0.02325581395348837,0.0,0.0,0.0,0.04417897437998291,0.0,0.0,0.01176470588235294,0.02352941176470588
21,3,14,0.48,0.04761904761904762,0.04761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
